Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03 00:00:00-05:00,180.58999633789062,180.75,176.57000732421875,179.41000366210938,165.692626953125,5137400
2023-01-04 00:00:00-05:00,179.41000366210938,180.5399932861328,177.5500030517578,178.97000122070312,165.28623962402344,4771300
2023-01-05 00:00:00-05:00,177.9600067138672,178.77000427246094,176.86000061035156,177.10000610351562,163.55921936035156,3647100
2023-01-06 00:00:00-05:00,178.80999755859375,181.8300018310547,178.8000030517578,181.10000610351562,167.25341796875,3713200
2023-01-09 00:00:00-05:00,180.44000244140625,182.77000427246094,178.80999755859375,179.3300018310547,165.6187286376953,3319200
2023-01-10 00:00:00-05:00,178.7899932861328,179.52999877929688,177.08999633789062,177.85000610351562,164.2519073486328,3817300
2023-01-11 00:00:00-05:00,179.38999938964844,179.7100067138672,175.67999267578125,178.0500030517578,164.43661499023438,4369900
2023-01-12 00:00:00-05:00,177.66000366210938,178.3699951171875,175.32000732421875,175.77999877929688,162.3401641845703,4246600
2023-01-13 00:00:00-05:00,175.39999389648438,175.72999572753906,174.1699981689453,175.24000549316406,161.84146118164062,4720400
2023-01-17 00:00:00-05:00,176.14999389648438,177.5500030517578,175.49000549316406,176.05999755859375,162.5987548828125,5032600
2023-01-18 00:00:00-05:00,175.24000549316406,175.74000549316406,171.3300018310547,171.6199951171875,158.4982147216797,5032600
2023-01-19 00:00:00-05:00,171.27999877929688,172.1699981689453,169.47999572753906,169.6300048828125,156.66036987304688,4720400
2023-01-20 00:00:00-05:00,168.9499969482422,169.88999938964844,167.4600067138672,169.8800048828125,156.89126586914062,5779100
2023-01-23 00:00:00-05:00,170.00999450683594,170.75999450683594,168.72000122070312,169.1199951171875,156.1893768310547,5440400
2023-01-24 00:00:00-05:00,169.61000061035156,170.8699951171875,168.4499969482422,170.69000244140625,157.63934326171875,4125600
2023-01-25 00:00:00-05:00,170.33999633789062,171.97999572753906,169.33999633789062,171.92999267578125,158.78453063964844,3852800
2023-01-26 00:00:00-05:00,171.63999938964844,171.6699981689453,170.0399932861328,170.22000122070312,157.20526123046875,4558400
2023-01-27 00:00:00-05:00,169.77000427246094,170.22999572753906,168.5800018310547,169.6199951171875,156.65113830566406,5451400
2023-01-30 00:00:00-05:00,169.77999877929688,171.4600067138672,169.13999938964844,169.47999572753906,156.52183532714844,5191500
2023-01-31 00:00:00-05:00,170.1999969482422,171.07000732421875,169.32000732421875,171.02000427246094,157.94412231445312,4665500
2023-02-01 00:00:00-05:00,170.8800048828125,172.32000732421875,169.50999450683594,171.55999755859375,158.44281005859375,4147700
2023-02-02 00:00:00-05:00,169.4600067138672,170.55999755859375,168.50999450683594,169.97000122070312,156.97438049316406,5653800
2023-02-03 00:00:00-05:00,170.9600067138672,171.2899932861328,167.0500030517578,169.1199951171875,156.1893768310547,5308200
2023-02-06 00:00:00-05:00,169.74000549316406,172.3800048828125,169.58999633789062,171.82000732421875,158.68295288085938,5640000
2023-02-07 00:00:00-05:00,170.2899932861328,172.02999877929688,169.25999450683594,171.55999755859375,158.44281005859375,6044700
2023-02-08 00:00:00-05:00,171.0,171.3300018310547,170.24000549316406,171.16000366210938,158.0734100341797,5687300
2023-02-09 00:00:00-05:00,175.32000732421875,176.49000549316406,172.0399932861328,172.77999877929688,159.5695343017578,9619400
2023-02-10 00:00:00-05:00,173.1199951171875,176.58999633789062,172.64999389648438,176.1999969482422,162.72805786132812,6176000
2023-02-13 00:00:00-05:00,176.25999450683594,178.22999572753906,176.0399932861328,177.77000427246094,164.17800903320312,5205100
2023-02-14 00:00:00-05:00,177.10000610351562,177.25,174.7899932861328,175.77000427246094,162.33091735839844,5203000
2023-02-15 00:00:00-05:00,175.0,176.0500030517578,174.58999633789062,176.00999450683594,162.55255126953125,4125500
2023-02-16 00:00:00-05:00,174.74000549316406,176.89999389648438,174.5399932861328,175.50999450683594,162.09078979492188,4973200
2023-02-17 00:00:00-05:00,175.16000366210938,176.4199981689453,174.8300018310547,176.27999877929688,162.8019256591797,3952100
2023-02-21 00:00:00-05:00,175.5800018310547,177.41000366210938,174.6699981689453,176.17999267578125,162.70957946777344,5797300
2023-02-22 00:00:00-05:00,176.72000122070312,177.42999267578125,175.77000427246094,176.1199951171875,162.65415954589844,5299500
