,revenuePerShareTTM,netIncomePerShareTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,bookValuePerShareTTM,tangibleBookValuePerShareTTM,shareholdersEquityPerShareTTM,interestDebtPerShareTTM,marketCapTTM,enterpriseValueTTM,peRatioTTM,priceToSalesRatioTTM,pocfratioTTM,pfcfRatioTTM,pbRatioTTM,ptbRatioTTM,evToSalesTTM,enterpriseValueOverEBITDATTM,evToOperatingCashFlowTTM,evToFreeCashFlowTTM,earningsYieldTTM,freeCashFlowYieldTTM,debtToEquityTTM,debtToAssetsTTM,netDebtToEBITDATTM,currentRatioTTM,interestCoverageTTM,incomeQualityTTM,dividendYieldTTM,dividendYieldPercentageTTM,payoutRatioTTM,salesGeneralAndAdministrativeToRevenueTTM,researchAndDevelopementToRevenueTTM,intangiblesToTotalAssetsTTM,capexToOperatingCashFlowTTM,capexToRevenueTTM,capexToDepreciationTTM,stockBasedCompensationToRevenueTTM,grahamNumberTTM,roicTTM,returnOnTangibleAssetsTTM,grahamNetNetTTM,workingCapitalTTM,tangibleAssetValueTTM,netCurrentAssetValueTTM,investedCapitalTTM,averageReceivablesTTM,averagePayablesTTM,averageInventoryTTM,daysSalesOutstandingTTM,daysPayablesOutstandingTTM,daysOfInventoryOnHandTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,roeTTM,capexPerShareTTM,dividendPerShareTTM,debtToMarketCapTTM
0,10.899581589958158,2.5067410506741052,0.2498837749883775,-0.21571362157136215,2.788470478847048,6.451417945141794,-0.9307298930729893,6.0906555090655505,11.801952580195257,308142689300,348836689300,28.558992952522253,6.571607790573683,286.49319069767444,-332.05031174568967,11.754071444927868,11.754071444927868,7.439468741735978,21.790036185895435,324.4992458604651,-375.901604849138,0.03501524026643533,-0.0030115918119236066,1.8743225707961224,0.4828247276731291,2.5419451558498345,1.099546370967742,6.929560505719446,0.09962005374849411,0.027447967593239277,2.7447967593239277,0.7742025222551929,0.04894433781190019,0,0.3122222659168666,1.8632558139534883,0.04271699722755385,1.8546296296296296,0.005992748986990829,18.534377903695678,0.112099611564359,0.1541496326367249,-13.097803347280335,2370000000,-4004000000,-47784000000,44559000000,3830000000,2734000000,4915000000,31.845062913201108,0,102.02881875958799,11.46174529454901,0,3.577420619364955,0.4170590453354475,0.46559739655973964,1.965,0.15937746279674597
