,revenuePerShareTTM,netIncomePerShareTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,bookValuePerShareTTM,tangibleBookValuePerShareTTM,shareholdersEquityPerShareTTM,interestDebtPerShareTTM,marketCapTTM,enterpriseValueTTM,peRatioTTM,priceToSalesRatioTTM,pocfratioTTM,pfcfRatioTTM,pbRatioTTM,ptbRatioTTM,evToSalesTTM,enterpriseValueOverEBITDATTM,evToOperatingCashFlowTTM,evToFreeCashFlowTTM,earningsYieldTTM,freeCashFlowYieldTTM,debtToEquityTTM,debtToAssetsTTM,netDebtToEBITDATTM,currentRatioTTM,interestCoverageTTM,incomeQualityTTM,dividendYieldTTM,dividendYieldPercentageTTM,payoutRatioTTM,salesGeneralAndAdministrativeToRevenueTTM,researchAndDevelopementToRevenueTTM,intangiblesToTotalAssetsTTM,capexToOperatingCashFlowTTM,capexToRevenueTTM,capexToDepreciationTTM,stockBasedCompensationToRevenueTTM,grahamNumberTTM,roicTTM,returnOnTangibleAssetsTTM,grahamNetNetTTM,workingCapitalTTM,tangibleAssetValueTTM,netCurrentAssetValueTTM,investedCapitalTTM,averageReceivablesTTM,averagePayablesTTM,averageInventoryTTM,daysSalesOutstandingTTM,daysPayablesOutstandingTTM,daysOfInventoryOnHandTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,roeTTM,capexPerShareTTM,dividendPerShareTTM,debtToMarketCapTTM
0,66.70772594752187,6.829446064139941,9.165451895043732,5.297376093294461,6.255102040816326,13.505102040816327,-11.077259475218659,13.403061224489797,36.07798833819242,178485960428,218735960428,19.061443457844184,1.9501760260043923,14.203238584493041,24.5577821172262,9.712639360487248,9.712639360487248,2.3899561905531943,13.199128676562877,17.39450977558648,30.095756800770502,0.05246192410409921,0.04072028961029605,2.638425145467399,0.47689631107659947,2.4287955587738352,0.834248357716353,13,1.3391906283280086,0.04215346395850025,4.215346395850025,0.7837780149413021,0,0,0.33151164276516903,0.4220278330019881,0.057985424428832096,1.3691950464396285,0.0037367656217562797,45.382247452698024,0.12921901785753917,0.1377738567857668,-46.42565597667638,-5223000000,-15198000000,-56920000000,56717000000,10566500000,16704500000,5483000000,43.07114058761186,197.488774081406,49.87446284583071,8.474351851851852,1.848206318043905,7.318374558303887,0.4975507440693491,3.868075801749271,5.4875,0.2718309041431403
